Year	Headline	Link	Intro	Page
2020-03-10	差序信任：中国何以「稳定」	https://nei.st/medium/initium/correspondsive-authority-trust-differential	为何要通过公开国家领导人在最高权力机关的讲话来对地方官员进行攻击呢？	28
2020-03-10	孙正义的另一个错误押注	https://nei.st/medium/bloomberg/inside-the-firings-at-softbanks-pizza-robot-startup-zume	如果创办人看上去非常自以为是、魅力十足——这让人想起年轻时的孙正义，那么软银严格的商业模式测试似乎就会失灵	28
2020-03-10	迷幻蘑菇 赛洛西宾 抑郁症 食品和药物管理局	https://nei.st/medium/bloomberg/shroom-therapy-startup-edges-toward-fda-approval	这个方案听上去可能让人觉得炫目	29
2020-03-10	隐秘的 YouTube 儿童频道霸主	https://nei.st/medium/bloomberg/popular-youtube-kids-channel-cocomelon-gets-into-merch-and-toys	就浏览量而言，Cocomelon 一个普通的视频足以让世界上大多数体育联盟、流行明星和电视剧的收视率都相形见绌	29
2020-03-10	疫情大考：习近平的生死战？	https://nei.st/medium/nytimes/xijinping-coronavirus-china	既然习近平自称「亲自指挥亲自部署」，那他是否应负最大责任？	29
2020-03-10	中国的疫情危机才刚刚开始	https://nei.st/medium/nytimes/chinas-coronavirus-crisis-is-just-beginning	正如许章润和许志永所言，正是中国体制的毒瘤使新冠疫情变成了严重程度远超应有水平的健康危机。疫情反过来暴露了这个党国的病态程度	29
2020-03-10	你也可能会感染新冠病毒	https://nei.st/medium/atlantic/youre-likely-to-get-the-coronavirus	大多数患者都不会有生命危险，而这恰恰也使得新冠成为史上最难控制的病毒之一	29
2020-03-10	美联储紧急降息 50 个基点，以应对疫情带来的恐慌	https://nei.st/medium/wsj/federal-reserve-cuts-rates-by-half-percentage-point-to-combat-virus-fear	但市场依然下跌，这反映出人们担心新冠肺炎疫情正加剧美国以及全球经济的衰退风险。此次降息是自金融危机以来美联储首次在两次政策会议之间调整利率	29
2020-03-10	疫情下的「中国制造」与全球采购：抗疫物资都去哪了？	https://nei.st/medium/initium/coronavirus-protective-suits-made-in-china	中国政府的大额海外采购和中国工厂的「出口转内销」，已经和民间捐赠形成零和博弈。主持大多数物资供给和调配的政府部门却在争议中隐身	29
2020-03-10	绿色自由、红色隔离，你是哪种颜色的二维码？	https://nei.st/medium/initium/coronavirus-hangzhou-health-code	健康码已在中国超过 200 个城市上线。居民必须提交证件信息和个人定位，并由系统决定其能否出门	29
2020-03-10	美国对中国官媒在美中国籍员工数量设置上限	https://nei.st/medium/wsj/u-s-orders-cap-on-chinese-state-media-personnel	以此作为对多年来北京方面收紧对美国新闻机构限制的反制举措	29
2020-03-10	中国推广健康码监控疫情和民众	https://nei.st/medium/nytimes/in-china-color-coded-data-raises-red-flags	冠状病毒暴发将会是中国开展大规模监控历史上的里程碑事件之一	29
2020-03-10	舆情作为社会「疾病」的隐患——网络生态治理新规背后的逻辑	https://nei.st/medium/initium/opinion-china-internet-ecology-regulations	我们不应回到常态，因为常态正是问题所在	30
2020-03-10	武汉左岭，一个地方防疫的失败样本	https://nei.st/medium/nytimes/an-isolated-suburb-of-wuhan-is-besieged-by-a-virus-and-by-fear	左岭的疫情发展揭示了地方层面防疫工作的混乱与不和谐。中央政府为控制病毒而施行的措施严重依赖于基层动员，一些偏僻的社区准备不足，面临疫情时变得极其脆弱	30
2020-03-10	新冠疫情显露持久战迹象，更多国家报告首例死亡病例	https://nei.st/medium/wsj/this-will-be-a-long-battle-more-countries-report-first-coronavirus-deaths	中国等地的死亡人数也在继续上升	30
2020-03-10	疫情对制造业的冲击超金融危机，中国经济前景堪忧	https://nei.st/medium/wsj/chinas-economy-reels-as-coronavirus-hits-manufacturing-worse-than-financial-crisis	中国政府甚至可能会公布第一季度经济出现文化大革命结束以来的首次萎缩	30
2020-03-10	面对流行病危机，「政治至上」的后果是什么？	https://nei.st/medium/nytimes/when-an-epidemic-looms-gagging-scientists-is-a-terrible-idea	这种策略几乎从未奏效过	30
2020-03-10	首任主席曾是纳粹高官？70 岁的柏林影展如何于历史瓦砾中迅速止血	https://nei.st/medium/initium/beilinale-international-film-fest-2020	承认过去犯错的意义在于，大家都活在过去的错误遗留下来的重大后果里，而且深受羁绊。过去的历史是无法超克的，因为过去无法被改变。但是，闭眼不看过去，只会造成对当下现状的盲目	30
2020-03-10	医改 17 年再复盘	https://nei.st/medium/yimag/jdkz8bb8phg9	公立医院们在地震、雪灾、疫情这种重大公共事件前的「讲政治」，反过来会巩固和增强它们的支持力量	30
2020-03-10	疫情之下，口罩生产商准备好了吗？	https://nei.st/medium/yimag/jdkz8bb6phg9	随着新型冠状病毒的爆发，各地都出现了口罩的抢购潮。口罩生产商该怎么应对呢？	30
2020-03-10	全球化时代的流行病魔咒？	https://nei.st/medium/yimag/jdkz8bb9phg7	全球化加快了人和物资的流通，也让细菌和病毒的流通更加便捷	30
2020-03-10	谁能成为中国医疗器械领域的 3M	https://nei.st/medium/yimag/jdkz8bb5phg9	3M 公司得以跨越百年的关键，是不断创新、开辟新领域的勇气。始终想突破低值市场天花板的国产医疗器械行业，更应该朝这一方向努力	30
2020-03-10	口罩荒的背后，是中国制造业转型的难题	https://nei.st/medium/initium/china-masks-industry	经此一疫，对中国未来产业经济发展影响最大的恐怕是跨国公司主动分散供应链布局来避免风险，这是特朗普发动贸易战的一个重要目标，很不幸，此次肺炎疫情可能会帮他做到	31
2020-03-10	善于报道生活方式的那位主编，又为优衣库出版了一本新杂志	https://nei.st/medium/yimag/jdkz8bb9phg9	《LifeWear Magazine》会出现在优衣库所有门店，每期发行量达到 100 万册。这是让那些正面临收益滑坡、渠道减少等危机的杂志羡慕的消息	31
2020-03-10	人类和疾病的故事	https://nei.st/medium/yimag/poqrsxw0acdt7hskdblhbg	在与病毒的战役中，我们从未真正获得胜利	31
2020-03-10	「人类的历史即其疾病的历史。」	https://nei.st/medium/yimag/jdkz8bb9phg8	人类无数次经历过因瘟疫或流行病而招致的「突如其来」「措手不及」「彻底改变」，我们已经吸取了很多经验，却很难保证不犯相同的错误	31
2020-03-10	2019 公司人薪酬福利大调查	https://nei.st/medium/yimag/jdkz8bb3phg9	过去一年，你对收入满意吗？	31
2020-03-10	疫情之下，2020 年会好吗？	https://nei.st/medium/yimag/jdkz8bb4phg9	眼前的困境终将结束，人才市场会进入一种新的平衡	31
2020-03-10	机器人搞不定土豆上的小坑	https://nei.st/medium/yimag/jdkz8bb7phg9	在西方，员工通常将自动化视为生存威胁，而在日本，机器人往往会被认为是「友军」	31
2020-03-10	病毒、革命和极权：中国病毒的政治学	https://nei.st/medium/initium/opinion-china-virus-resistance	在 SARS 危机的 17 年后，武汉病毒造成远超过 SARS 时期的巨大社会心理动荡和政治冲击	31
2020-03-10	每个经济体都经历过经济下行，但经济运行中断还是第一次	https://nei.st/medium/yimag/poqrsxw4acdt7hskdblhbg	意外的长假	31
2020-03-10	好像春天已经来了，但回到家中，就要面对具体的灾难	https://nei.st/medium/initium/coronavirus-baibuting	「万家宴」落幕后，百步亭发烧了	31
2020-03-10	「疫」外灾害：疫情阴影下的海外华人	https://nei.st/medium/yimag/poqrsxw1acdt7hskdblhbg	那些生活在海外的华人发现，「尽量不出门」居然也成为他们权衡之下的自我选择——虽然他们并没有生病	32
2020-03-10	口罩与哨声、行动与恐慌：疫症下的欧洲华人	https://nei.st/medium/initium/europe-chinese-coronavirus	有人在法国纪念李文亮，有人在意大利援助武汉，而对种族歧视的莫名恐慌，依旧在弥漫	32
2020-03-10	大数据在这次疫情防控中起了什么作用？	https://nei.st/medium/yimag/poqrsxw2acdt7hskdblhbg	对政府来说，大数据支撑了疫情期间大大小小的决策。对公众来说，大数据的相关产品，提供了疫情警示。这些实效或许有希望推动大数据真正成为城市管理的主流技术手段	32
2020-03-10	京沪保卫战	https://nei.st/medium/yimag/poqrsxw3acdt7hskdblhbg	随着复工陆续开启，控制疫情传播的焦点正逐步转到北京、上海等超级大城市的身上。它们是否拥有和体量相匹配的防御力？	32
2020-03-10	医用防护服为何如此缺？	https://nei.st/medium/yimag/poqrsxw5acdt7hskdblhbg	谁也没想到，作为制造业大国，中国在抗疫前线会如此缺乏医疗物资。问题出在哪里？	32
2020-03-10	禁赛八年！ 孙杨药检案宣布仲裁结果	https://nei.st/medium/caixin/wecinn6pfw8dcniai0zmua	仲裁委员会成员一致认为，孙杨违反了国际泳联反兴奋剂规则第 2.5 条规定——干扰兴奋剂检测中的任一环节	32
2020-03-10	症状轻微，全球连通：为何新冠病毒的传播如此迅速？	https://nei.st/medium/wsj/why-coronavirus-spreads-so-fast-symptoms-are-mild-and-people-are-global	由于病毒在世界范围内的传播速度超过了实施筛查措施的速度，因此感染病例正从裂缝中掉出来	32
2020-03-10	新冠病毒轻症患者多，这是好事还是坏事？	https://nei.st/medium/nytimes/most-cases-of-the-illness-are-mild-a-study-finds	对于官员和医学专家来说，这可能是一个让人宽慰的信号，但也给遏制病毒的传播带来了困难	32
2020-03-10	我是最早警觉起来的人，但是	https://nei.st/medium/yimag/poqrsxw7acdt7hskdblhbg	疫情对武汉人而言好比一场大型双盲测试，命运跟每个人说的都是戴口罩勤洗手不出门不信不传你不会有事的，只不过有的人在一个组，有的人在另一个组	32
2020-03-10	一副口罩的急客通道	https://nei.st/medium/yimag/poqrsxw6acdt7hskdblhbg	当所有的基金会和志愿者发动起来，散落在全球的医疗物资库存很快会浮出水面，但怎么到达焦虑的医生们手中，是一个复杂的过程	32
2020-03-10	无法归乡的人以及孤岛般的武汉	https://nei.st/medium/yimag/poqrsxw7acdt8hskdblhbg	武汉不仅是一座物理上的孤岛，也更像是一座信息的围城	33
2020-03-10	狙击新冠病毒	https://nei.st/medium/yimag/poqrsxw7acdt9hskdblhbg	单纯从科研工作的角度来看，此次疫情中的动作堪称迅速。但无论对于后方的实验室，还是前方的病房，信息和数据的充分公开与共享都是阻击病毒的基石	33
2020-03-10	柏林影展日记：引爆口碑的 DAU，是伟大艺术还是失常的监狱实验？	https://nei.st/medium/initium/berlinale-dairy-dau	目前看来，华语媒体人对此片的接受与认可程度都出奇的高，而外国媒体更多聚焦于影片制作背后的道德伦理	33
2020-03-10	武汉求生	https://nei.st/medium/yimag/poqrsxw7acdt3hskdblhbg	身处风暴级事件中心的人，往往并不比外围知情更早或准备更多——这便是过去一个多月以来武汉正在发生的	33
2020-03-10	特朗普的剑和盾	https://nei.st/medium/newyorker/william-barr-trumps-sword-and-shield	在宣誓就职 11 个月后，巴尔已经是最令人害怕、最饱受批评、最有效率的特朗普内阁成员	33
2020-03-10	命运将我降临武汉	https://nei.st/medium/yimag/poqrsxw7acdt5hskdblhbg	「对待生命你不妨大胆一点，因为我们始终要失去它。」尼采的这句话，突然给了我一些奇怪的慰藉	33
2020-03-10	新冠疫情冲击经济之际，习近平面临解除限制措施压力	https://nei.st/medium/wsj/as-chinas-economy-suffers-xi-faces-pressure-to-lift-virus-restrictions	许多地方官员私下抱怨称，中国国家主席习近平把他们置于一个两难境地，要求他们既要让经济增长处于正轨，还要确保疫情不扩散	33
2020-03-10	担心境外疫情输入，中国加强对入境人员健康筛查	https://nei.st/medium/wsj/china-tightens-screening-of-travelers-fearing-reinfection-from-abroad	在实施这些控制措施之前，中国政府曾在多个场合呼吁其他国家的政府不要对往返中国的旅行施加限制，称此类措施不符合世界卫生组织的指导方针	33
2020-03-10	封城之后，我送出了 9 万个口罩	https://nei.st/medium/yimag/poqrsxw7acdt6hskdblhbg	现在只剩下 200 个 KN95 了	33
2020-03-10	让我们记住在新冠疫情中殉职的医护人员……	https://nei.st/medium/yimag/poqrsxw7acdt2hskdblhbg	保护医护人员和医学技术人士就是保护其他人的生命。然而，医护人员的职业特殊性意味着他们在疫情中受到感染的风险更高	33
2020-03-10	他们的誓言	https://nei.st/medium/yimag/poqrsxw7acdt1hskdblhbg	高强度的工作，匮乏的物资，浓重的病毒，响亮的集结号，生死之交——疫情时期，这些是一线医护人员的日常	34
2020-03-10	我给医院捐了 300 瓶消毒液，想换一个妈妈的住院资格	https://nei.st/medium/yimag/poqrsxw7acdt4hskdblhbg	医院收下了她的消毒液，但她没有开口	34
2020-03-10	关于新冠病毒，我们目前所知道的	https://nei.st/medium/wsj/what-we-know-about-the-coronavirus-from-symptoms-to-who-is-at-risk	科学家和公共卫生官员一直在试图了解有关新型冠状病毒的情况	34
2020-03-10	新冠病毒基因测序溯源：警报是何时拉响的	https://nei.st/medium/caixin/lhchvbypnk5anp9stg61	种种证据显示，在去年 12 月底之前，有不少于九名不明肺炎病例的样本被从武汉各医院采集，基因测序显示病原体是一种类 SARS 冠状病毒，这些检测结果陆续回馈医院并上报给了卫健委和疾控系统	34
2020-03-10	瘟疫、语言和具体的人：与历史学家罗新的聊天	https://nei.st/medium/surplusvalue-luoxin-podcast	剩余价值播客 051	34
2020-03-10	中国对疫情的审查和宣传产生负面效果	https://nei.st/medium/wsj/chinas-virus-censorship-and-propaganda-draw-backlash	人们质疑中国媒体缺乏批判性报道，并对他们所称的打造共产党英雄的拙劣做法不屑一顾	34
2020-03-10	中国判处书商桂敏海 10 年监禁	https://nei.st/medium/wsj/china-sentences-bookseller-gui-minhai-to-10-years-in-jail	为了让该政权能便利行事，他们就迫使某人重新成为中国公民	34
2020-03-10	成为科比：一个商业体育偶像的生与死	https://nei.st/medium/initium/kobe-nba-influence	全球化时代的商业体育受众期待在偶像身上感知到更多与「热血」和「拼搏」相连的纯粹特质，而经营者热衷的却是兜售更有噱头的产品。作为大众偶像的科比·布莱恩特，因此成为极其矛盾的存在	34
2020-03-10	新冠疫情对经济的冲击源自恐慌，而非疫情本身	https://nei.st/medium/wsj/fear-of-coronavirus-rather-than-virus-itself-hits-economies	流行病也会引发广泛的不确定性甚至恐慌，政府部门和个人通常会大幅削减风险敞口	34
2020-02-29	只因没染上新冠，他们一再错过最佳治疗期	https://nei.st/medium/caixin/rot9-7lr1p8rff_t9wbk2w	随着新冠疫情防控战事拉长，留给各种非新冠患者就诊和治疗的空间却不断收窄，许多病人的生死亦悬于一线	34
2020-02-29	半导体信号	https://nei.st/medium/economist/buttonwood/the-semaphore-of-semis	从亚洲芯片业看世界经济	35
2020-02-29	奉俊昊的奥斯卡与韩国电影的疯狂秘密	https://nei.st/medium/fengjunhao-and-korean-movie-industry	奉俊昊说「我们写剧本不是为了代表国家，但这是给韩国的第一座奥斯卡奖杯。」	35
2020-02-29	恶疾之扰	https://nei.st/medium/economist/a-deadly-disease-disrupts	新型冠状病毒可能会对全球供应链产生持久的冲击	35
2020-02-29	翻箱倒柜	https://nei.st/medium/economist/free-exchange/rummaging-in-the-toolbox	经济学家希望能靠收益率曲线控制抵御下一次衰退，但这可能还不够	35
2020-02-29	冠状病毒：走不行，得跑了	https://nei.st/medium/economist/run-dont-walk	科学家正紧急研发疫苗对抗新型冠状病毒，即便赶不上眼前的疫情，他们的努力也不会白费	35
2020-02-29	从模范开局到全境失守：韩国防疫的不确定未来	https://nei.st/medium/initium/korea-coronavirus-break-out	韩国在 2015 年的 MERS 疫情中吸取了惨痛教训，但还是没能避免如今肺炎疫情猝不及防的爆发	35
2020-02-29	疫症危机与安倍体制，战后最集权的首相如何陷入困境？	https://nei.st/medium/initium/japan-coronavirus-abe-shinzo	对安倍而言，东京奥运会终究是无法放弃的最大政绩，这也让揣度上意的官僚们在应对疫情时尤为迟缓	35
2020-02-29	冠状病毒经济学：封城	https://nei.st/medium/economist/locked-down	中国的半隔离状态将损害国内外经济增长	35
2020-02-29	恢复记忆	https://nei.st/medium/economist/memory-loss-and-gain	芯片制造商度过了艰难的一年，形势正在好转	35
2020-02-29	贝佐斯的大计划	https://nei.st/medium/atlantic/jeff-bezoss-master-plan	亚马逊的创始人 CEO 为他的帝国和他自己做了哪些安排？他的大计对我们又意味着什么？	35
2020-02-29	两月来，华南海鲜市场附近福利院发生连续密集死亡	https://nei.st/medium/caixin/bd7ob5jnmh0jiny8	武汉市社会福利院距离华南海鲜市场仅数百米，2019 年 12 月至 2020 年 2 月密集死亡 19 人	36
2020-02-29	会会新老板	https://nei.st/medium/economist/meet-the-new-boss	2020 年代的管理经	36
2020-02-29	商业秘密：种豆得豆	https://nei.st/medium/economist/as-you-sow	《科学家与间谍》书评：爱荷华州种子偷盗事件如何刺激了美国对中国的忧惧	36
2020-02-29	辛格与孙正义 PK	https://nei.st/medium/economist/singer-son-time	美国一家维权投资机构想要促成软银改革。祝好运	36
2020-02-29	高通共产主义宣言	https://nei.st/medium/economist/schumpeter/the-qualcommunist-manifesto	靠仿效国家资本主义，美国将无法在 5G 上击败中国	36
2020-02-29	最佳数字	https://nei.st/medium/economist/bartleby/the-number-of-the-best	探索团队和组织的最佳规模	36
2020-02-29	民间大救援	https://nei.st/medium/caixin/cw893b	面对燎原疫情，信息有限、防护不足、装备不足的一线医护人员怎样倾尽全力，抢救每一条生命	36
2020-02-29	挂钩与脱钩	https://nei.st/medium/economist/of-coupling-and-decoupling	技术发展仍可能导致激烈冲突	36
2020-02-29	由底至顶	https://nei.st/medium/economist/from-bottom-to-top	中国正在逐步向微处理价值链的上游攀登	36
2020-02-29	新三合一	https://nei.st/medium/economist/a-new-trinity	人工智能的成功倚赖优良的数据和廉价的劳动力	36
2020-02-29	懒惰的大脑	https://nei.st/medium/economist/laser-brain	中国人的创造力反映出法律的不足	37
2020-02-29	电动飞跃	https://nei.st/medium/economist/electric-leapfrog	中国从没能精通内燃机。电动车会不一样	37
2020-02-29	反应堆和铁路	https://nei.st/medium/economist/reactors-and-railways	国家帮助核工业和高速列车网络跻身世界一流	37
2020-02-29	香港正出现「失败国家」征兆	https://nei.st/medium/bloomberg/hong-kong-is-showing-symptoms-of-a-failed-state	在这场口罩风波之后，又发生了卫生纸恐慌抢购潮，我们难以想像这种事会发生在任何其他国际金融中心	37
2020-02-29	在即将到来的被称为战争胜利的万人合唱中，让我们默默站到一边，成为一个心里有坟墓的人	https://nei.st/medium/initium/coronavirus-yanlianke	阎连科 2 月 21 日在香港科技大学网络授课的第一讲	37
2020-02-29	我们还没有为下一次全球病毒爆发做好准备	https://nei.st/medium/bloomberg/man-vs-microbe-were-not-ready-for-the-next-global-virus-outbreak	Man vs. Microbe	37
2020-02-29	新型冠状病毒如何影响经济	https://nei.st/medium/bloomberg/the-lasting-toll-of-a-deadly-virus	没有人知道疫情会有多严重，而全球化受到的冲击将久久不散	37
2020-02-29	澳洲山火的启示	https://nei.st/medium/bloomberg/australias-vast-wildfires-foretold-in-2007-un-climate-warning	遗憾的是，这一幕幕惨剧对我们来说将变得越来越司空见惯	37
2020-02-29	美国全民就业的迷思	https://nei.st/medium/bloomberg/even-the-fed-struggles-to-nail-down-the-meaning-of-full-employment	自从在美国经济大萧条期间被提出以来，全民就业一词就一直具有强烈的政治含义	37
2020-02-29	火线救人 50 天	https://nei.st/medium/caixin/cw893a	面对燎原疫情，信息有限、防护不足、装备不足的一线医护人员怎样倾尽全力，抢救每一条生命	37
2020-02-29	当务之急不是社会适应政府，而是政府适应社会	https://nei.st/medium/initium/zhouxueguang-epidemics-state-and-society	社会学家周雪光谈肺炎危机 (下)	38
2020-02-29	中国官僚如何失去了主见和能动性？	https://nei.st/medium/initium/zhouxueguang-epidemics-and-chinese-bureaucracy	社会学家周雪光谈肺炎危机 (上)	38
2020-02-29	「中医抗疫传说」是如何打造的？	https://nei.st/medium/initium/mainland-coronavirus-traditional-chinese-medicine	中国官方推荐的诊疗方案中，有含 4 种强毒性成分的「安宫牛黄丸」，还有传统中医和西医都不认可的中药注射剂	38
2020-02-29	腾讯入股环球唱片：中国音乐产业建立了「文化自信」论述？	https://nei.st/medium/initium/culture-music-industry-tencent-universal	中国音乐市场如何从全世界的反面典型变成世界第七大市场、跻身国际舞台，是一种「大国崛起」吗？	38
2020-02-29	下一个全球大流行病，世界仍将猝不及防	https://nei.st/medium/initium/world-preparedness-to-next-pandemics	世界对于大流行病的准备程度，不在于哪个国家或机构做得最好，而在于那些最脆弱的环节	38
2020-02-29	剃发、哺乳与卫生巾：「抗疫」中，被展演、挪用与牺牲的中国女性身体	https://nei.st/medium/initium/opinion-female-narrative-epidemic	一个女人被裹挟了，她不用知道，也不必知道，她既是主动的，也是被选中的	38
2020-02-29	等待包机的武汉外孙与台北母亲	https://nei.st/medium/initium/taiwan-wuhan-family	两岸间从未止息「战时体制」与「暂时体制」	38
2020-02-29	上岸之后	https://nei.st/medium/caixin/cw890g	长江开启十年禁渔，渔民失去谋生手段，生活如何维持？补贴从哪里来，如何分配？	38
2020-02-29	中国驱逐三名《华尔街日报》记者	https://nei.st/medium/wsj/china-expels-three-wall-street-journal-reporters	这三名记者为《华尔街日报》的新闻部门工作。《华尔街日报》严格区分新闻和观点	38
2020-02-29	疫情肆虐之下，世界向中国关闭大门	https://nei.st/medium/wsj/amid-coronavirus-the-world-closes-its-doors-to-china-i-feel-so-isolated	由于担心新冠病毒疫情扩散，世界切断了与中国的许多联系	38
2020-02-29	俄罗斯能不能没有普京？	https://nei.st/medium/bloomberg/putin-has-a-plan-to-keep-running-russia-without-being-president	普京统治俄罗斯已经超过 20 多年，他不明白的是，俄罗斯将要进入的、恰恰是他将要退出的一个阶段	39
2020-02-29	微信商业化四面出击	https://nei.st/medium/caixin/cw890h	搭建电商新生态、广告寻扩容、整合营销变路径，微信流量的商业化变现之路越发急迫	39
2020-02-29	若放不下对婚姻的贫瘠认知，谈论《婚姻故事》就是浪费	https://nei.st/medium/initium/culture-films-shoot-marriagestory	这部失意于奖项的电影并非要讲婚姻和感情的吊诡，粗暴的感同身受便错过了作品的精彩之处	39
2020-02-29	如何在乱世中创造成长？	https://nei.st/medium/economist/the-world-in-2020/creating-growth-in-a-turbulent-age	世界银行总裁马尔帕斯 (David Malpass) 表示，如果世界各国将重点放在消除经济成长障碍的改革，就可以达到共荣的目标	39
2020-02-29	疫情阴云时的人权律师：新一轮抓捕与新一轮逃亡	https://nei.st/medium/initium/mainland-lawyers-arrested-escape	「比封城更严重的，是封口。」	39
2020-02-29	武汉病人	https://nei.st/medium/initium/coronavirus-patients-no-way-of-hospital	不是所有的故事都能够知道后来的具体走向，在跟踪采访中，有一些人中断了联系，另一些则是记者不忍再去打扰	39
2020-02-29	泄密文件显示维吾尔人被送入新疆再教育营的原因	https://nei.st/medium/wsj/document-shows-chinese-officials-calculations-in-waging-xinjiang-campaign	这份文件聚焦被拘押在墨玉县的 311 个人，让人难得一瞥中国官员在新疆开展他们所称的打击极端主义运动时考虑的因素	39
2020-02-29	渠道传播病毒？关于渠道，你不得不知道的原理和陷阱	https://nei.st/medium/initium/conoravirus-drainage-system	新冠病毒肺炎能否透过粪便传播，至今仍然是谜团，但在疫情阴霾之下，贯穿各户斗室的一条条渠道水管却使人惶恐	39
2020-02-29	消逝的「购物天堂」	https://nei.st/medium/caixin/cw891g	香港零售业正经历最凛冽的寒冬，市场结构性变革，以及半年来的两次「黑天鹅」事件都让往昔辉煌一去不复返	39
2020-02-29	地方攻坚 2020	https://nei.st/medium/cw890f	2019 年四成省份增速不及预期，使 2020 年增长预期普降，推进制造业升级、融入城市群、优化营商环境，是各省份的重要任务	39
2020-02-29	世界经济吹出三大泡沫	https://nei.st/medium/economist/the-world-in-2020/south-sea-stories	300 年前发生的「南海泡沫事件」，投资人还是没学到教训。三大领域可能吹出下一个大泡沫	40
2020-02-29	中国政府把公众的反应当「细菌」，然后拼命地施加抗生素的剂量	https://nei.st/medium/initium/liushaohua-dialogue	「防疫」中国内部，缺乏伦理的医疗技术与政治文化	40
2020-02-29	拯救武汉：实录封城后最艰难的三周	https://nei.st/medium/caijing/edmna6pilviuq572ih6e4a	一座人口过千万的超级大都市在突降灾疫后陷入休克，然后艰难走出混乱无望	40
2020-02-29	习近平称其 1 月 7 日就下令防疫，这意味着什么？	https://nei.st/medium/nytimes/new-timeline-of-events-as-xi-says-he-led-fight-against-virus-early-on	这种新说法可能会让中国数十年来权力最大的领导人直接面临这样的问题：高层领导人是否做得太少、太晚	40
2020-02-29	缺席的领袖身体：关于「亲自」的笑话与灾难中的政治奇观	https://nei.st/medium/initium/opinion-pneumonia-top-leader-absence	他似乎是永远在场又是时常缺席的，高度可见同时高度隐形的，但人们现在发出了这样的疑问：看似掌握着最高权力的领导人，到底能不能做出有效的治理决策？	40
2020-02-29	柴春芽：瘟疫流行时，一个日本社区的生活	https://nei.st/medium/initium/japanese-virus-community-life	这些单独的个人自治体交织而成一个丰富多彩的社区，一种适当距离中的人际协作关系	40
2020-02-29	消费停摆、中小企业告急，疫情令中国经济付出哪些代价？	https://nei.st/medium/initium/mainland-coronavirus-impact-economy	但若照搬 SARS 经验研判今次疫情对经济的影响幅度或程度，恐怕是刻舟求剑	40
2020-02-29	中国经济抗疫	https://nei.st/medium/caixin/cw890e	投资者目前仍在观望，疫情防控进程、信息披露透明度、中国政府将出台哪些相关政策，都将决定资本市场和宏观经济的未来走向	40
2020-02-29	工业：闪击之后	https://nei.st/medium/caixin/cw891e	新冠肺炎疫情威胁到的不仅仅是人们的健康，实体经济也遭受着突如其来的冲击，寒意正浓	40
2020-02-29	认错，悔过：中国控制新疆穆斯林的方式转变	https://nei.st/medium/wsj/admit-your-mistakes-repent-china-shifts-campaign-to-control-xinjiangs-muslims	更为微妙的控制依然存在	40
2020-02-29	消费待重启	https://nei.st/medium/caixin/cw891d	疫情在春节来袭，餐饮、酒旅、影视、商业地产瞬间停摆，若疫情持续三月以上，服务业将遭深重打击	41
2020-02-29	冲击过去再起步	https://nei.st/medium/caixin/cw891c	中国经济经历 2003 年以来的又一次考验	41
2020-02-29	金融战「疫」进行时	https://nei.st/medium/caixin/cw891f	疫情对金融市场的短期冲击已基本释放，下一步信贷倾斜政策如何落实是关键，银行业亦需防范信用风险和道德风险	41
2020-02-29	奥斯卡：变了天地还是换了人间	https://nei.st/medium/caixin/cw892k	每一次剧情的转折推进，每一个场景的张力设计，每一组人物的形象性格，都像是工业流水线上精工细作的结果——精确，却缺乏灵性。这也是好莱坞工业流水线作品的至高复刻，更是奥斯卡最为偏爱的那种优秀但毫无颠覆、挑衅意味的佳作	41
2020-02-29	动物保护，我们落后在哪儿	https://nei.st/medium/caixin/cw892j	在今天新冠肺炎疫情暴发的景况下，我们亟须将尊重生命、爱护弱小、爱护动物的基本理念传达给百姓	41
2020-02-29	楼市暂停以后	https://nei.st/medium/caixin/cw892i	疫情将现金流紧张的房企逼到生死关口，业内期待调控政策松绑	41
2020-02-29	疫情来袭，中国公民意识会重新苏醒吗？	https://nei.st/medium/initium/opinion-china-resistance	走过的人说树枝低了，走过的人说树枝在长	41
2020-02-20	地方求解财政紧平衡	https://nei.st/medium/caixin/cw892h	减税降费影响持续释放、刚性支出不减，叠加疫情冲击，2020 年地方财政收支压力有增无减，如何腾挪？	41
2020-02-20	2019 年财政收入未达目标	https://nei.st/medium/caixin/cw892g	2019 年全国财政收入增速回落至 3.8%，未能实现年初预算安排的 5% 目标增速	41
2020-02-20	艰难的「清零」	https://nei.st/medium/caixin/cw892f	从集中隔离「清零」到应收尽收「清零」，基层社区承担着疫情防控最沉重的压力，也暴露出最复杂的问题	41
2020-02-20	封面报道：保卫湖北	https://nei.st/medium/caixin/cw892a	勾勒湖北防疫战全景，寻找终止疫情的密码	42
2020-02-20	16 城抗疫记录·治理篇	https://nei.st/medium/caixin/cw892e	孝感·鄂州·咸宁·襄阳·潜江	42
2020-02-20	16 城抗疫记录·产业篇	https://nei.st/medium/caixin/cw892d	仙桃·荆门·神农架·十堰	42
2020-02-20	16 城抗疫记录·防控篇	https://nei.st/medium/caixin/cw892c	黄冈·随州·宜昌·荆州·天门·恩施·黄石	42
2020-02-20	16 城抗疫记录	https://nei.st/medium/caixin/cw892b	就在武汉疫情的或明或暗中，各地已陆续与病毒狭路相逢	42
